"site_id","parameter_desc","latitude","longitude","city_name","location","land_use_type","setting","site_name","stat","used_in_nat_agg","trend","state_name","location_setting","local_site_name","natts","toxic_name_alias","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"01-097-3101","Acetaldehyde","30.770299911499","-88.0875015258789","Mobile","","Residential","","","meanRos_ug_m3","No","Undetermined","Alabama","Suburban","","No","Acetaldehyde","0.76206892964087","","","","","","","","","","","","","","","","","","",""
"01-097-3102","Acetaldehyde","30.7089004516602","-88.0519027709961","Mobile","","Residential","","","meanRos_ug_m3","No","Undetermined","Alabama","Suburban","","No","Acetaldehyde","0.880485888156626","","","","","","","","","","","","","","","","","","",""
"01-097-3103","Acetaldehyde","30.9382991790771","-88.0250015258789","Mobile","","Residential","","","meanRos_ug_m3","No","Undetermined","Alabama","Rural","","No","Acetaldehyde","0.472367172336413","","","","","","","","","","","","","","","","","","",""
"01-097-3104","Acetaldehyde","30.6156005859375","-88.3443984985352","Mobile","","Residential","","","meanRos_ug_m3","No","Undetermined","Alabama","Rural","","No","Acetaldehyde","0.624483923531241","","","","","","","","","","","","","","","","","","",""
"01-097-3105","Acetaldehyde","30.5764007568359","-88.1402969360352","Mobile","","Commercial","","","meanRos_ug_m3","No","Undetermined","Alabama","Suburban","","No","Acetaldehyde","0.655933650831381","","","","","","","","","","","","","","","","","","",""
"04-013-4003","Acetaldehyde","33.4031600952148","-112.075332641602","Phoenix","","Residential","","UATMP: SPAZ","meanRos_ug_m3","No","Undetermined","Arizona","Urban And Center City","SOUTH PHOENIX","No","Acetaldehyde","2.94173805764381","2.67235890718607","2.99903667469819","","","","","","","","","","","","","","","","",""
"04-013-9997","Acetaldehyde","33.503833770752","-112.095764160156","Phoenix","Phoenix, AZ","Residential","Urban ","UATMP: PXSS; NATTS: Phoenix, AZ; IMPROVE: PHOE1","meanRos_ug_m3","Yes","No Trend","Arizona","Urban And Center City","JLG SUPERSITE","Yes","Acetaldehyde","3.00946407871587","3.13300730288029","2.87362920264809","3.200364732567","2.93860559612513","2.60599096339257","2.7595888941975","","2.64828371008237","2.80922939249727","2.69722529239953","2.43751731197365","2.41574995987343","2.65418790434969","2.83010627051531","4.30492325848149","2.53607026700463","3.18911780368897","2.86795528088847","2.3949229290088"
"06-001-1001","Acetaldehyde","37.535831451416","-121.961822509766","Fremont","","Residential","","Fremont - Chapel Way","meanRos_ug_m3","No","No Trend","California","Suburban","Fremont - Chapel Way","No","Acetaldehyde","1.27497717545879","1.30952680008165","1.31110349297523","1.12665705780188","1.03111032576397","0.984487369656563","1.11451672733676","","","","","","","","","","","","",""
"06-001-2004","Acetaldehyde","37.8777923583984","-122.301292419434","Berkeley","","Commercial","","Berkeley 6th and Camelia","meanRos_ug_m3","No","Undetermined","California","Urban And Center City","Berkeley","No","Acetaldehyde","","","","","","1.09560170476554","1.00797088957224","1.05804687257736","","","","","","","","","","","",""
"06-007-0002","Acetaldehyde","39.7573699951172","-121.843284606934","Chico","","Commercial","","468 MANZANITA AVE, CHICO","meanRos_ug_m3","No","No Trend","California","Suburban","Chico-Manzanita Ave.","No","Acetaldehyde","2.05328533726354","2.45482552846273","2.58817932778789","1.81708140671253","2.1139212111632","2.18659964972927","1.84602523811402","1.75724890828133","1.95786509110082","","","","","","","","","","",""
"06-007-0008","Acetaldehyde","39.7615394592285","-121.841621398926","Chico","","Commercial","","Chico - East Avenue","meanRos_ug_m3","No","No Trend","California","Suburban","Chico-East Avenue","No","Acetaldehyde","","","","","","","","","","","2.12523474904799","1.64343891640504","1.95861775279045","1.9691652674228","1.51076791772823","2.19946219459657","1.37281404222761","","","1.42135616739591"
"06-019-0008","Acetaldehyde","36.7813339233398","-119.773193359375","Fresno","","Residential","","PM Supersite: Fresno","meanRos_ug_m3","No","No Trend","California","Suburban","3425 N FIRST ST, FRESNO","No","Acetaldehyde","3.0816445350647","2.27954468034929","2.99284939151822","2.8912167779861","2.50889776448409","2.61501924991608","2.26399041379783","2.78313934186409","2.74282048594567","","","","","","","","","","",""
"06-019-0011","Acetaldehyde","36.7853202819824","-119.77417755127","Fresno","","Commercial","","Fresno - Garland","meanRos_ug_m3","No","Decreasing","California","Urban And Center City","Fresno - Garland","No","Acetaldehyde","","","","","","","","","","2.77981834610303","3.237634625505","2.56742858489354","2.76771188604421","2.64639896515644","2.57988203188469","2.40710528567433","1.99687146941821","","",""
"06-019-3002","Acetaldehyde","36.6071701049805","-119.540679931641","Parlier","","Agricultural","","PARLIER","meanRos_ug_m3","No","Undetermined","California","Urban And Center City","PARLIER","No","Acetaldehyde","","","","3.07296957648717","","","","","","","","","","","","","","","",""
"06-025-0005","Acetaldehyde","32.6761856079102","-115.484146118164","Calexico","","Residential","","CALEXICO HIGH SCHOOL  ARB (#1300698)","meanRos_ug_m3","No","Decreasing","California","Suburban","Calexico-Ethel Street","No","Acetaldehyde","2.69615535951894","2.14857302451956","2.86550163353483","2.50254328946273","2.6984862543242","1.7950828486481","2.02808379436035","2.0388777974758","1.6816186234355","2.13646867672602","1.93783501175142","1.6761610267802","2.0031845531156","2.31951078464245","1.66927556426147","1.80496146378043","","","","1.56550063240913"
"06-029-0014","Acetaldehyde","35.3566017150879","-119.063545227051","Bakersfield","","Mobile","","Bakersfield-California Avenue","meanRos_ug_m3","Yes","No Trend","California","Urban And Center City","Bakersfield-California","No","Acetaldehyde","2.69089432409965","2.24061438083649","2.9967728634091","2.6008784937508","2.24828642516425","2.17955403526624","2.39527428366484","2.46008465567539","2.32909144181758","2.6005221095049","2.18980451921622","","2.88239873759449","3.43795875873831","2.55091292117581","2.55040970444679","2.09881099970902","","","2.56303918759028"
