"site_id","parameter_desc","latitude","longitude","city_name","location","land_use_type","setting","site_name","stat","used_in_nat_agg","trend","state_name","location_setting","local_site_name","natts","toxic_name_alias","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"01-073-5502","Ethylbenzene","33.5447998046875","-86.8238983154297","Birmingham","","Commercial","","Lewis Elementary School","meanRos_ug_m3","No","Undetermined","Alabama","Urban And Center City","Lewis Elementary School","No","Ethylbenzene","","","","","","","","","","0.931516745686531","","","","","","","","",""
"01-073-5503","Ethylbenzene","33.5684013366699","-86.8029022216797","Birmingham","","Commercial","","Riggins School","meanRos_ug_m3","No","Undetermined","Alabama","Urban And Center City","Riggins School","No","Ethylbenzene","","","","","","","","","","0.506801601499319","","","","","","","","",""
"01-073-5505","Ethylbenzene","33.5566329956055","-86.8054656982422","Birmingham","","Residential","","Hudson K-8","meanRos_ug_m3","No","Undetermined","Alabama","Urban And Center City","Hudson K-8","No","Ethylbenzene","","","","","","","","","","0.497514602116176","","","","","","","","",""
"01-073-6004","Ethylbenzene","33.5652770996094","-86.79638671875","Birmingham","","Residential","","UATMP: SIAL; Sloss Industries","meanRos_ug_m3","No","Undetermined","Alabama","Urban And Center City","Sloss Shuttlesworth","No","Ethylbenzene","","","","","","","","","","0.489132060505012","","","","","","","","",""
"01-097-3101","Ethylbenzene","30.770299911499","-88.0875015258789","Mobile","","Residential","","","meanRos_ug_m3","No","Undetermined","Alabama","Suburban","","No","Ethylbenzene","0.472318601125378","","","","","","","","","","","","","","","","","",""
"01-097-3102","Ethylbenzene","30.7089004516602","-88.0519027709961","Mobile","","Residential","","","meanRos_ug_m3","No","Undetermined","Alabama","Suburban","","No","Ethylbenzene","0.648720355034133","","","","","","","","","","","","","","","","","",""
"01-097-3105","Ethylbenzene","30.5764007568359","-88.1402969360352","Mobile","","Commercial","","","meanRos_ug_m3","No","Undetermined","Alabama","Suburban","","No","Ethylbenzene","0.438986371352768","","","","","","","","","","","","","","","","","",""
"02-020-0018","Ethylbenzene","61.2058601379395","-149.824600219727","Anchorage","","Residential","","UATMP: ANAK","meanRos_ug_m3","No","Undetermined","Alaska","Suburban","GARDEN/TRINITY CHRISTIAN CHURCH","No","Ethylbenzene","","","","","","","0.836285970509052","","","","1.05798150061584","","","","","","","",""
"04-013-4003","Ethylbenzene","33.4031600952148","-112.075332641602","Phoenix","","Residential","","UATMP: SPAZ","meanRos_ug_m3","Yes","No Trend","Arizona","Urban And Center City","SOUTH PHOENIX","No","Ethylbenzene","3.62876191536586","2.47040724754333","2.95131107118337","","","0.747664499068253","0.622641509857597","0.806608021259308","1.1375498867804","0.891814338167508","0.712743185700909","0.627377326538165","0.686144769657403","0.781935245519684","0.930931725892527","0.863973277396169","0.760665523012479","0.857919721834121","0.930422377179969"
"04-013-4009","Ethylbenzene","33.406421661377","-112.144340515137","Phoenix","","Industrial","","UATMP: MCAZ","meanRos_ug_m3","No","Undetermined","Arizona","Urban And Center City","WEST 43RD AVENUE","No","Ethylbenzene","1.64379468896431","","","","","","","","","","","","","","","","","",""
"04-013-9997","Ethylbenzene","33.503833770752","-112.095764160156","Phoenix","Phoenix, AZ","Residential","Urban","UATMP: PXSS; NATTS: Phoenix, AZ; IMPROVE: PHOE1","meanRos_ug_m3","Yes","Decreasing","Arizona","Urban And Center City","JLG SUPERSITE","Yes","Ethylbenzene","1.70892610277107","1.58000632092871","1.58453206556539","1.43318818967071","1.07139818217339","0.672190219020614","0.631575667138757","0.622023187577724","0.842599796589281","0.75599687980091","0.719556531639861","0.601417062712497","0.585180628521923","0.697070334106684","0.839388347278207","0.607900920250113","0.509496246732898","0.565040025860071","0.539285445616382"
"04-021-8001","Ethylbenzene","33.2934646606445","-111.285591125488","Queen Valley","","Desert","","UATMP: QVAZ, IMPROVE: QUVA1","meanRos_ug_m3","No","Undetermined","Arizona","Rural","QUEEN VALLEY","No","Ethylbenzene","0.562012225380241","0.167333595716975","0.304042954905","","","","","","","","","","","","","","","",""
"06-001-0006","Ethylbenzene","37.7102279663086","-122.116897583008","San Leandro","","Residential","","San Leandro","meanRos_ug_m3","No","No Trend","California","Suburban","San Leandro","No","Ethylbenzene","0.424592333066391","0.340740945129839","0.337579721442395","0.349600072777084","0.347711948035033","","","","","","","","","","","","","",""
