"site_id","parameter_desc","latitude","longitude","city_name","location","land_use_type","setting","site_name","stat","used_in_nat_agg","trend","state_name","city_name","location_setting","local_site_name","natts","toxic_name_alias","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"04-013-4003","Acetaldehyde","33.40316","-112.07533","Phoenix","","RESIDENTIAL","","UATMP: SPAZ","meanRos_ug_m3","No","Undetermined","Arizona","Phoenix","Urban And Center City","SOUTH PHOENIX","No","Acetaldehyde","2.94173803699601","2.67235890607472","2.99903665217002","","","","","","","","","","",""
"06-001-1001","Acetaldehyde","37.535833","-121.961823","Fremont","","RESIDENTIAL","","Fremont - Chapel Way","meanRos_ug_m3","No","No Trend","California","Fremont","Suburban","Fremont - Chapel Way","No","Acetaldehyde","1.27497718188397","1.3095267890798","1.31110349273789","1.12665706175473","1.03111031883776","0.984487365642094","1.08850680638503","","","","","","",""
"06-001-2004","Acetaldehyde","37.877794","-122.30129","Berkeley","","COMMERCIAL","","Berkeley 6th and Camelia","meanRos_ug_m3","No","Undetermined","California","Berkeley","Urban And Center City","Berkeley","No","Acetaldehyde","","","","","","1.05070097379219","0.965696596971142","1.02083830445086","","","","","",""
"06-007-0002","Acetaldehyde","39.757371","-121.843286","Chico","","COMMERCIAL","","468 MANZANITA AVE, CHICO","meanRos_ug_m3","No","No Trend","California","Not in a city","Suburban","Chico-Manzanita Ave.","No","Acetaldehyde","2.05328533213857","2.45482553096056","2.58817930186047","1.81708141780957","2.11392118935336","2.18659966368472","1.84602524206034","1.75724890400195","1.9578651074343","","","","",""
"06-007-0008","Acetaldehyde","39.761538","-121.84162","Chico","","COMMERCIAL","","Chico - East Avenue","meanRos_ug_m3","No","Undetermined","California","Chico","Suburban","Chico-East Avenue","No","Acetaldehyde","","","","","","","","","","","2.12523476371021","1.64343890566927","1.9586177640123","1.96916525137427"
"06-013-0002","Acetaldehyde","37.936013","-122.026154","CONCORD","","RESIDENTIAL","","Concord","meanRos_ug_m3","No","Undetermined","California","Concord","Suburban","Concord","No","Acetaldehyde","","","","","","","","","","","","","",""
"06-013-0003","Acetaldehyde","37.949924","-122.357193","RICHMOND","","COMMERCIAL","","Richmond-13th St.","meanRos_ug_m3","No","Undetermined","California","Richmond","Suburban","Richmond-13th St.","No","Acetaldehyde","","","","","","","","","","","","","",""
"06-013-1003","Acetaldehyde","37.9642","-122.3403","SAN PABLO","","COMMERCIAL","","San Pablo - El Portal Center","meanRos_ug_m3","No","Undetermined","California","San Pablo","Urban And Center City","San Pablo - El Portal Center","No","Acetaldehyde","","","","","","","","","","","","","",""
"06-019-0008","Acetaldehyde","36.781333","-119.77319","Fresno","","RESIDENTIAL","","PM Supersite: Fresno","meanRos_ug_m3","No","No Trend","California","Fresno","Suburban","3425 N FIRST ST, FRESNO","No","Acetaldehyde","3.0816445335021","2.27954467964679","2.99284938983292","2.89121676123279","2.5088977497462","2.6150192574259","2.25938737045411","2.78313936976733","2.74282049743012","","","","",""
"06-019-0011","Acetaldehyde","36.785322","-119.774174","Fresno","","COMMERCIAL","","Fresno - Garland","meanRos_ug_m3","No","No Trend","California","Fresno","Urban And Center City","Fresno - Garland","No","Acetaldehyde","","","","","","","","","","2.77981833827941","3.23763464936043","2.56742858568145","2.76771187470088","2.6463989686843"
"06-019-3002","Acetaldehyde","36.607171","-119.540683","PARLIER","","AGRICULTURAL","","PARLIER","meanRos_ug_m3","No","Undetermined","California","Parlier","Urban And Center City","PARLIER","No","Acetaldehyde","","","","3.07296958663838","","","","","","","","","",""
"06-025-0005","Acetaldehyde","32.676186","-115.484144","Calexico","","RESIDENTIAL","","CALEXICO HIGH SCHOOL  ARB (#1300698)","meanRos_ug_m3","Yes","Decreasing","California","Calexico","Suburban","Calexico-Ethel Street","No","Acetaldehyde","2.69615535141696","2.14857301683259","2.86550162794556","2.50254329053857","2.68297673898477","1.77139872503482","1.98003343230196","2.00123029622221","1.68161861942892","2.13646866366109","1.93783501874911","1.67476396083669","2.00318457428727","2.31951079287782"
"06-029-0004","Acetaldehyde","35.374959","-119.022602","BAKERSFIELD","","RESIDENTIAL","","Bakersfield-Chester Ave.","meanRos_ug_m3","No","Undetermined","California","Bakersfield","Urban And Center City","Bakersfield-Chester Ave.","No","Acetaldehyde","","","","","","","","","","","","","",""
"06-029-0009","Acetaldehyde","35.36107","-119.060103","BAKERSFIELD","","COMMERCIAL","","BAKERSFIELD","meanRos_ug_m3","No","Undetermined","California","Bakersfield","Urban And Center City","BAKERSFIELD","No","Acetaldehyde","","","","","","","","","","","","","",""
"06-029-0014","Acetaldehyde","35.356601","-119.063542","Bakersfield","","MOBILE","","Bakersfield-California Avenue","meanRos_ug_m3","Yes","No Trend","California","Bakersfield","Urban And Center City","Bakersfield-California","No","Acetaldehyde","2.69089430915702","2.24061437578509","2.99677286669885","2.60087850985496","2.24828642406149","2.17955404234281","2.39527427498552","2.46008466177228","2.3290914521032","2.54200788681666","2.16222328801121","","2.88239872696075","3.4379587523516"
"06-037-0002","Acetaldehyde","34.1365","-117.92391","Azusa","","RESIDENTIAL","","Azusa","meanRos_ug_m3","Yes","No Trend","California","Azusa","Suburban","Azusa","No","Acetaldehyde","2.51718905900847","2.82063131498452","3.22535662009757","","2.01182812649331","1.87981801554671","2.03756607151262","1.57262038905059","2.20196982625367","2.46186457221606","2.14258641760538","2.29928090923936","2.3723697691417","2.67513345294559"
"06-037-1002","Acetaldehyde","34.17605","-118.31712","BURBANK","","COMMERCIAL","","MATES: Burbank","meanRos_ug_m3","No","No Trend","California","Burbank","Urban And Center City","Burbank","No","Acetaldehyde","8.08039002054937","5.30843693906778","4.35015514269072","7.78412078290425","10.1582267717225","8.11262817523608","6.1471534535748","4.02821312907292","4.27882479998398","","2.57346916735925","","",""
"06-037-1601","Acetaldehyde","34.01407","-118.06056","Pico Rivera","","COMMERCIAL","","MATES: Pico Rivera","meanRos_ug_m3","No","Undetermined","California","Pico Rivera","Suburban","MATES: Pico Rivera","No","Acetaldehyde","","","","","","","","","","","","","",""
"06-037-1602","Acetaldehyde","34.01194","-118.06995","PICO RIVERA","","COMMERCIAL","","Pico Rivera #2","meanRos_ug_m3","No","No Trend","California","Pico Rivera","Suburban","Pico Rivera #2","No","Acetaldehyde","","","","5.58803971803481","4.78580663269563","5.05227754807918","7.04312556587677","6.45602857025496","3.76234286300316","","","2.57351415601026","",""
"06-037-4002","Acetaldehyde","33.82376","-118.18921","Long Beach","","RESIDENTIAL","","UATMP: LBHCA; MATES: North Long Beach","meanRos_ug_m3","No","Decreasing","California","Long Beach","Suburban","Long Beach (North)","No","Acetaldehyde","1.97665326245951","2.26672341688772","2.43305000032539","1.74173936763288","1.47963105236942","1.61318620173214","1.48260908088611","","","1.4176909165154","1.36755630765948","","",""
"06-037-6012","Acetaldehyde","34.38344","-118.5284","Santa Clarita","","COMMERCIAL","","Santa Clarita","meanRos_ug_m3","Yes","Decreasing","California","Santa Clarita","Suburban","Santa Clarita","No","Acetaldehyde","5.20129136050803","4.85211812761255","5.56989327885783","4.62076124368249","7.41149770993373","5.13180296617581","3.6444392140208","3.2116284888174","3.57338263110954","3.75016316874338","","3.11442774508349","",""
"06-061-0006","Acetaldehyde","38.745726","-121.266312","Roseville","","MOBILE","","Roseville-N Sunrise Blvd","meanRos_ug_m3","Yes","No Trend","California","Roseville","Suburban","Roseville-N Sunrise Ave","No","Acetaldehyde","1.68157277083619","1.6520804340165","1.62134572011668","1.54305989813329","1.50171628932335","1.37418259552569","1.38569373826907","1.452293216905","1.08135165771719","1.29925614199652","1.57423531620726","1.21241443444528","1.67692107995583","1.62287985304972"
"06-065-0012","Acetaldehyde","33.92086","-116.85841","Banning","","COMMERCIAL","","Banning Airport","meanRos_ug_m3","No","No Trend","California","Banning","Suburban","Banning Airport","No","Acetaldehyde","3.81376752232312","3.36761009928492","4.4875678153778","3.78829924133339","3.41755637418608","2.72624703159259","","","","","","","",""
"06-071-1004","Acetaldehyde","34.10374","-117.62914","Upland","","RESIDENTIAL","","Upland","meanRos_ug_m3","No","Undetermined","California","Upland","Urban And Center City","Upland","No","Acetaldehyde","","","","","","","","","","","","","",""
"06-071-2002","Acetaldehyde","34.10002","-117.49201","Fontana","","INDUSTRIAL","","MATES: Inland Valley San Bernardino","meanRos_ug_m3","No","Undetermined","California","Fontana","Suburban","Fontana","No","Acetaldehyde","","","","","","","","","","","","","",""
"06-073-0001","Acetaldehyde","32.631231","-117.059075","Chula Vista","","RESIDENTIAL","","Chula Vista","meanRos_ug_m3","Yes","No Trend","California","Chula Vista","Suburban","Chula Vista","No","Acetaldehyde","1.3084081653406","1.37557169388591","1.56288585956107","1.31707058930873","1.28062834006528","1.30701308624015","1.42647834376438","1.35019154735836","1.4814361489007","1.39313043376385","0.988874642735788","1.06590222783051","1.29849666685036","1.65334673133481"
"06-073-0003","Acetaldehyde","32.791194","-116.942092","El Cajon","","COMMERCIAL","","El Cajon","meanRos_ug_m3","No","No Trend","California","El Cajon","Suburban","El Cajon","No","Acetaldehyde","2.83277959738846","2.29918584328728","2.32196184822271","2.70224151417361","2.44238547579687","2.40323557878232","2.74275730201573","2.62830013922957","2.68011138143901","3.46505333114568","2.90616911116641","","",""
"06-073-0006","Acetaldehyde","32.836461","-117.128752","San Diego","","COMMERCIAL","","Kearny Mesa","meanRos_ug_m3","No","Increasing","California","San Diego","Suburban","Kearny Mesa","No","Acetaldehyde","2.29941170752879","2.05316529515567","2.11860830373662","2.10278522142006","2.47038296431595","2.83136445376598","2.61823054773502","2.84753470579601","2.68577758686617","","","","",""
"06-073-1010","Acetaldehyde","32.701492","-117.149653","SAN DIEGO","","COMMERCIAL","","Downtown","meanRos_ug_m3","No","Undetermined","California","San Diego","Urban And Center City","San Diego - Beardsley Street","No","Acetaldehyde","","","","","","","","","","","1.45501099705585","","1.65747471972977",""
"06-073-1018","Acetaldehyde","32.817978","-116.968133","El Cajon","","COMMERCIAL","","El Cajon - Floyd Smith Drive","meanRos_ug_m3","No","Undetermined","California","El Cajon","Suburban","El Cajon - Floyd Smith Dr.","No","Acetaldehyde","","","","","","","","","","","","","2.49188866974964",""
"06-075-0005","Acetaldehyde","37.765946","-122.399044","San Francisco","","INDUSTRIAL","","San Francisco - Arkansas St.","meanRos_ug_m3","Yes","No Trend","California","San Francisco","Urban And Center City","San Francisco","No","Acetaldehyde","1.21214450104032","1.2512606122136","1.20490707220728","1.01207600434195","0.900190529894598","0.73134198861894","1.07970234190154","1.21911309555181","1.21310761232249","0.903825226012548","1.04030467553046","0.900822484397888","1.18308019617589","1.8076504520251"
"06-077-1002","Acetaldehyde","37.950741","-121.268523","Stockton","","RESIDENTIAL","","HAZELTON-HD, STOCKTON","meanRos_ug_m3","Yes","No Trend","California","Stockton","Urban And Center City","Stockton-Hazelton","No","Acetaldehyde","1.55313629336587","1.59254555070569","1.80909109747683","1.69607435994693","1.75636740525114","1.2310150626662","1.61034704730218","1.43183555574062","1.76606311803361","1.56066958271419","2.10584147503488","1.61022263328668","1.78850600218809","2.12869681430357"
