"AMA_SITE_CODE","AQS_PARAMETER_NAME","MONITOR_LATITUDE","MONITOR_LONGITUDE","CITY","Location","LAND_USE","Setting","SITE_NAME","Stat","UsedInNatAgg","TrendDirection","state_name","city_name","location_setting","local_site_name","NATTS","ToxicNameAlias","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"01-097-3101","Vinyl chloride","30.77029991","-88.08750153","556","","RESIDENTIAL","","1","meanRos_ug_m3","No","Undetermined","Alabama","Mobile","Suburban","","No","VinylChloride","","","","","","","","","","","","",""
"01-097-3102","Vinyl chloride","30.70890045","-88.05190277","556","","RESIDENTIAL","","1","meanRos_ug_m3","No","Undetermined","Alabama","Mobile","Suburban","","No","VinylChloride","","","","","","","","","","","","",""
"01-097-3103","Vinyl chloride","30.93829918","-88.02500153","556","","RESIDENTIAL","","1","meanRos_ug_m3","No","Undetermined","Alabama","Mobile","Rural","","No","VinylChloride","","","","","","","","","","","","",""
"01-097-3105","Vinyl chloride","30.57640076","-88.14029694","556","","COMMERCIAL","","1","meanRos_ug_m3","No","Undetermined","Alabama","Mobile","Suburban","","No","VinylChloride","","","","","","","","","","","","",""
"02-020-0018","Vinyl chloride","61.20586014","-149.8246002","26","","RESIDENTIAL","","1190","meanRos_ug_m3","No","Undetermined","Alaska","Anchorage","Suburban","GARDEN/TRINITY CHRISTIAN CHURCH","No","VinylChloride","","","","","","","0.00551137537019208","","","","","",""
"04-013-4003","Vinyl chloride","33.40316","-112.07533","659","","RESIDENTIAL","","1332","meanRos_ug_m3","No","Undetermined","Arizona","Phoenix","Urban And Center City","SOUTH PHOENIX","No","VinylChloride","","","","","","","","","","","","",""
"04-021-8001","Vinyl chloride","33.29346466","-111.2855911","694","","DESERT","","1309","meanRos_ug_m3","No","Undetermined","Arizona","Queen Valley","Rural","QUEEN VALLEY","No","VinylChloride","","","","","","","","","","","","",""
"06-001-0006","Vinyl chloride","37.71022797","-122.1168976","762","","RESIDENTIAL","","1048","meanRos_ug_m3","No","Undetermined","California","Castro Valley","Suburban","San Leandro","No","VinylChloride","","","","","","","","","","","","",""
"06-001-0007","Vinyl chloride","37.6875267","-121.7842178","481","","COMMERCIAL","","991","meanRos_ug_m3","No","Undetermined","California","Livermore","Urban And Center City","Livermore","No","VinylChloride","","","","","","","","","","","","",""
"06-001-0008","Vinyl chloride","37.8171196","-122.2804565","614","","RESIDENTIAL","","859","meanRos_ug_m3","No","Undetermined","California","Oakland","Urban And Center City","Oakland - Filbert St.","No","VinylChloride","","","","","","","","","","","","",""
"06-001-0009","Vinyl chloride","37.74306488","-122.1699371","613","","RESIDENTIAL","","858","meanRos_ug_m3","No","Undetermined","California","Oakland","Urban And Center City","Oakland","No","VinylChloride","","","","","","","","","","","","",""
"06-001-0011","Vinyl chloride","37.81478119","-122.2823486","614","","RESIDENTIAL","","857","meanRos_ug_m3","No","Undetermined","California","Oakland","Urban And Center City","Oakland West","No","VinylChloride","","","","","","","","","","","","",""
"06-001-0012","Vinyl chloride","37.79362488","-122.2633743","613","","COMMERCIAL","","669","meanRos_ug_m3","No","Undetermined","California","Oakland","Urban And Center City","Laney College","No","VinylChloride","","","","","","","","","","","","",""
"06-001-2004","Vinyl chloride","37.87779236","-122.3012924","81","","COMMERCIAL","","101","meanRos_ug_m3","No","Undetermined","California","Berkeley","Urban And Center City","Berkeley","No","VinylChloride","","","","","","","","","","","","",""
"06-013-0002","Vinyl chloride","37.93601227","-122.0261536","191","","RESIDENTIAL","","207","meanRos_ug_m3","No","Undetermined","California","Concord","Suburban","Concord","No","VinylChloride","","","","","","","","","","","","",""
"06-013-0006","Vinyl chloride","37.94817352","-122.3648529","704","","INDUSTRIAL","","998","meanRos_ug_m3","No","Undetermined","California","Richmond","Urban And Center City","Richmond - 7th St.","No","VinylChloride","","","","","","","","","","","","",""
"06-013-1001","Vinyl chloride","38.0549202","-122.2332306","206","","INDUSTRIAL","","229","meanRos_ug_m3","No","Undetermined","California","Crockett","Suburban","Crockett - Kendall Ave","No","VinylChloride","","","","","","","","","","","","",""
"06-013-1002","Vinyl chloride","38.00630951","-121.6419144","82","","AGRICULTURAL","","102","meanRos_ug_m3","No","Undetermined","California","Bethel Island","Rural","Bethel Island","No","VinylChloride","","","","","","","","","","","","",""
"06-013-1004","Vinyl chloride","37.96039963","-122.3568115","763","","COMMERCIAL","","1050","meanRos_ug_m3","No","Undetermined","California","San Pablo","Urban And Center City","San Pablo","No","VinylChloride","","","","","","","","","","","","",""
"06-013-2001","Vinyl chloride","38.01281738","-122.1344681","515","","RESIDENTIAL","","739","meanRos_ug_m3","No","Undetermined","California","Martinez","Urban And Center City","Martinez - Jones St.","No","VinylChloride","","","","","","","","","","","","",""
"06-013-3001","Vinyl chloride","38.02925873","-121.8968658","667","","RESIDENTIAL","","941","meanRos_ug_m3","No","Undetermined","California","Pittsburg","Urban And Center City","Pittsburg - W 10th St.","No","VinylChloride","","","","","","","","","","","","",""
"06-041-0001","Vinyl chloride","37.97230911","-122.5200043","765","","COMMERCIAL","","1051","meanRos_ug_m3","No","Undetermined","California","San Rafael","Urban And Center City","San Rafael","No","VinylChloride","","","","","","","","","","","","",""
"06-041-0004","Vinyl chloride","37.83272552","-122.5276566","612","","FOREST","","343","meanRos_ug_m3","No","Undetermined","California","Not in a city","Rural","Ft. Cronkhite","No","VinylChloride","","","","","","","","","","","","",""
"06-055-0003","Vinyl chloride","38.3109436","-122.2961884","577","","COMMERCIAL","","822","meanRos_ug_m3","No","Undetermined","California","Napa","Urban And Center City","Napa","No","VinylChloride","","","","","","","","","","","","",""
"06-065-3011","Vinyl chloride","33.79653168","-116.9744186","758","","RESIDENTIAL","","932","meanRos_ug_m3","No","Undetermined","California","San Jacinto","Rural","SAN JACINTO TOXICS SITE #1 MOUNTAIN VIEW HIGH SCHOOL","No","VinylChloride","","","","","","","","","","","","",""
"06-065-3012","Vinyl chloride","33.76485062","-116.9569016","758","","AGRICULTURAL","","934","meanRos_ug_m3","No","Undetermined","California","San Jacinto","Rural","SAN JACINTO TOXIC SITE #2 SCHOOL DISTRICT HEADQUARTERS","No","VinylChloride","","","","","","","","","","","","",""
"06-073-1002","Vinyl chloride","33.12771225","-117.075325","274","","COMMERCIAL","","302","meanRos_ug_m3","No","Undetermined","California","Escondido","Urban And Center City","Escondido","No","VinylChloride","","","","","","","","","","","","",""
"06-073-1010","Vinyl chloride","32.70149231","-117.1496506","754","","COMMERCIAL","","268","meanRos_ug_m3","No","Undetermined","California","San Diego","Urban And Center City","San Diego - Beardsley Street","No","VinylChloride","","","","","","","","","","","","",""
"06-073-2007","Vinyl chloride","32.55216217","-116.9377747","754","","MOBILE","","878","meanRos_ug_m3","No","Undetermined","California","San Diego","Rural","Otay Mesa","No","VinylChloride","","","","","","","","","","","","",""
"06-075-0005","Vinyl chloride","37.76594543","-122.3990402","755","","INDUSTRIAL","","1041","meanRos_ug_m3","No","Undetermined","California","San Francisco","Urban And Center City","San Francisco","No","VinylChloride","","","","","","","","","","","","",""
"06-081-1001","Vinyl chloride","37.48293304","-122.2033691","699","","INDUSTRIAL","","987","meanRos_ug_m3","No","Undetermined","California","Redwood City","Suburban","Redwood City","No","VinylChloride","","","","","","","","","","","","",""
"06-085-0006","Vinyl chloride","37.338135","-121.849783","759","","MOBILE","","1046","meanRos_ug_m3","No","Undetermined","California","San Jose","Urban And Center City","San Jose - Knox Avenue","No","VinylChloride","","","","","","","","","","","","",""
"06-085-2007","Vinyl chloride","37.35547638","-122.0508423","835","","RESIDENTIAL","","708","meanRos_ug_m3","No","Undetermined","California","Sunnyvale","Urban And Center City","Sunnyvale - Ticonderoga","No","VinylChloride","","","","","","","","","","","","",""
"06-085-2008","Vinyl chloride","37.40224457","-122.066597","571","","RESIDENTIAL","","812","meanRos_ug_m3","No","Undetermined","California","Mountain View","Suburban","MT VIEW-WHISMAN PARK","No","VinylChloride","","","","","","","","","","","","",""
"06-085-2009","Vinyl chloride","37.31843567","-122.0697021","209","","RESIDENTIAL","","233","meanRos_ug_m3","No","Undetermined","California","Cupertino","Suburban","Cupertino Monta Vista","No","VinylChloride","","","","","","","","","","","","",""
"06-095-0004","Vinyl chloride","38.10250854","-122.2379761","878","","COMMERCIAL","","1371","meanRos_ug_m3","No","Undetermined","California","Vallejo","Urban And Center City","Vallejo","No","VinylChloride","","","","","","","","","","","","",""
"06-095-0006","Vinyl chloride","38.06560135","-122.1507034","79","","RESIDENTIAL","","97","meanRos_ug_m3","No","Undetermined","California","Benicia","Suburban","Benicia - VIP","No","VinylChloride","","","","","","","","","","","","",""
"06-097-0003","Vinyl chloride","38.44350433","-122.7101669","772","","COMMERCIAL","","1056","meanRos_ug_m3","No","Undetermined","California","Santa Rosa","Urban And Center City","Santa Rosa - 5th St","No","VinylChloride","","","","","","","","","","","","",""
"06-097-0004","Vinyl chloride","38.403765","-122.818294","787","","COMMERCIAL","","1079","meanRos_ug_m3","No","Undetermined","California","Sebastopol","Urban And Center City","Sebastopol","No","VinylChloride","","","","","","","","","","","","",""
"08-001-3001","Vinyl chloride","39.83811951","-104.9498367","901","","AGRICULTURAL","","1354","meanRos_ug_m3","No","Undetermined","Colorado","Welby","Rural","Welby","No","VinylChloride","","","","","","","","","","","","",""
"08-031-0002","Vinyl chloride","39.75118256","-104.9876251","231","","COMMERCIAL","","1234","meanRos_ug_m3","No","Undetermined","Colorado","Denver","Urban And Center City","DENVER - CAMP","No","VinylChloride","","","","","","","","","","","","",""
"08-077-0003","Vinyl chloride","39.09159851","-108.5637741","340","","RESIDENTIAL","","1256","meanRos_ug_m3","No","Undetermined","Colorado","Grand Junction","Suburban","MESA CO HLTH DEPT BLDG","No","VinylChloride","","","","","","","","","","","","",""
"08-077-0016","Vinyl chloride","39.05888748","-108.5544434","340","","INDUSTRIAL","","1253","meanRos_ug_m3","No","Undetermined","Colorado","Grand Junction","Urban And Center City","MESA COUNTY TRAFFIC SERVICES BUILDING","No","VinylChloride","","","","","","","","","","","","",""
"10-001-0002","Vinyl chloride","38.98474884","-75.55518341","612","","AGRICULTURAL","","969","meanRos_ug_m3","No","Undetermined","Delaware","Not in a city","Rural","PROPERTY OF KILLENS POND STATE PARK; BEHIND FARM BUILDINGS","No","VinylChloride","","","","","","","","","","","","",""
"10-003-1007","Vinyl chloride","39.55110931","-75.73083496","612","","AGRICULTURAL","","892","meanRos_ug_m3","No","Undetermined","Delaware","Not in a city","Rural","Lums Pond","No","VinylChloride","0.0500904333309814","0.0288317306071991","0.0392778723196304","","","","","","","","","",""
"10-003-1008","Vinyl chloride","39.57779694","-75.61074066","226","","AGRICULTURAL","","1","meanRos_ug_m3","Yes","No Trend","Delaware","Delaware City","Rural","Route 9 Delaware City","No","VinylChloride","0.22428509448522","0.127801377960097","0.0983515332151804","0.062817455038768","0.0978188683188398","0.0864008012273886","0.12054372520022","0.214880868676719","0.14413862812071","0.129982275806992","0.191367580453246","0.140707230435598",""
"10-003-2004","Vinyl chloride","39.73944473","-75.55805969","916","","COMMERCIAL","","218","meanRos_ug_m3","Yes","No Trend","Delaware","Wilmington","Urban And Center City","MLK  CORNER OF MLK BLVD AND JUSTISON ST","No","VinylChloride","0.0479531185682915","0.0450197079724093","0.0354565894470328","0.0204880338195162","0.0301545679333673","0.0315761433997207","0.0237182772463006","0.0267737807954935","","0.0454756190640636","","0.031854935374911","0.048530893560597"
"10-005-1002","Vinyl chloride","38.64447784","-75.61268616","783","","RESIDENTIAL","","1069","meanRos_ug_m3","No","Undetermined","Delaware","Seaford","Suburban","Seaford Shipley State Service Center","No","VinylChloride","","","","","","","","","","","","",""
"12-011-0009","Vinyl chloride","26.13472176","-80.13277435","300","","COMMERCIAL","","1100","meanRos_ug_m3","No","Undetermined","Florida","Hollywood","Urban And Center City","","No","VinylChloride","","","","","","","","","","","","",""
"12-011-0010","Vinyl chloride","26.12861061","-80.16722107","300","","RESIDENTIAL","","1097","meanRos_ug_m3","No","Undetermined","Florida","Fort Lauderdale","Suburban","","No","VinylChloride","","","","","","","","","","","","",""
"12-011-0011","Vinyl chloride","26.09833336","-80.14583588","300","","RESIDENTIAL","","1098","meanRos_ug_m3","No","Undetermined","Florida","Fort Lauderdale","Urban And Center City","PLAYGROUND BEHIND CROISSANT PARK ELEMENTAEY SCHOOL","No","VinylChloride","","","","","","","","","","","","",""
"12-011-1002","Vinyl chloride","26.08314323","-80.23758698","214","","COMMERCIAL","","1251","meanRos_ug_m3","No","Undetermined","Florida","Davie","Suburban","U of F Ag Research Center","No","VinylChloride","","","0.183213409090909","0.169975027542373","","","","","","","","",""
"12-011-2004","Vinyl chloride","26.21722221","-80.1277771","673","","COMMERCIAL","","1252","meanRos_ug_m3","No","Undetermined","Florida","Pompano Beach","Suburban","","No","VinylChloride","","","","0.160093677083333","","","","","","","","",""
"12-011-3002","Vinyl chloride","26.00083351","-80.16055298","383","","COMMERCIAL","","1099","meanRos_ug_m3","No","Undetermined","Florida","Hollywood","Suburban","","No","VinylChloride","","","","0.155119976973684","","","","","","","","",""
"12-011-5005","Vinyl chloride","26.29555511","-80.17749786","180","","RESIDENTIAL","","1221","meanRos_ug_m3","No","Undetermined","Florida","Coconut Creek","Suburban","Coconut Creek","No","VinylChloride","","","0.211252358490566","0.149694881465517","","","","","","","","",""
"12-011-8002","Vinyl chloride","26.08699989","-80.11100006","411","","RESIDENTIAL","","1096","meanRos_ug_m3","No","Undetermined","Florida","Dania","Suburban","Dr. Von Mizell-Eula Johnson State Park (prev. John U Lloyd State Park)","No","VinylChloride","","","","","","","","","","","","",""
"12-057-0081","Vinyl chloride","27.7400322","-82.46514893","844","","FOREST","","1331","meanRos_ug_m3","No","Undetermined","Florida","Ruskin","Rural","Simmons Park","No","VinylChloride","","","","","","","","","","","","",""
"12-057-1065","Vinyl chloride","27.89222145","-82.53861237","844","","COMMERCIAL","","1254","meanRos_ug_m3","No","Undetermined","Florida","Tampa","Suburban","USMC Reserve Center (Gandy)","No","VinylChloride","","","","","0.00722935623137476","0.0100408303582147","","","","","","",""
"12-057-1075","Vinyl chloride","28.04999924","-82.37805939","844","","RESIDENTIAL","","1278","meanRos_ug_m3","No","Undetermined","Florida","Tampa","Urban And Center City","WHITEWAY DRIVE TAMPA","No","VinylChloride","","","","","","","","","","","","",""
"12-073-0012","Vinyl chloride","30.43972206","-84.34638977","842","","COMMERCIAL","","1168","meanRos_ug_m3","No","Undetermined","Florida","Tallahassee","Suburban","Tallahassee Community College","No","VinylChloride","","","","","0.014526213072752","","","","","","","",""
"12-086-0029","Vinyl chloride","25.58638382","-80.32681274","210","","FOREST","","1","meanRos_ug_m3","No","Undetermined","Florida","Cutler Ridge","Rural","Perdue","No","VinylChloride","","0.1412430375","","","","","","","","","","",""
"12-086-0032","Vinyl chloride","25.8758297","-80.25830078","537","","COMMERCIAL","","1","meanRos_ug_m3","No","Undetermined","Florida","Not in a city","Urban And Center City","","No","VinylChloride","","","","","","","","","","","","",""
"12-095-2002","Vinyl chloride","28.59638977","-81.36250305","923","","COMMERCIAL","","1295","meanRos_ug_m3","No","Undetermined","Florida","Winter Park","Urban And Center City","WINTER PARK","No","VinylChloride","","","","0.0436325363052618","0.014262445191639","0.0107078840911342","","","","","","",""
"12-103-0004","Vinyl chloride","27.94638824","-82.73194122","171","","COMMERCIAL","","1232","meanRos_ug_m3","No","Undetermined","Florida","Clearwater","Suburban","St. Petersburg College","No","VinylChloride","","","","","","","","","","","","",""
"12-103-0018","Vinyl chloride","27.78586578","-82.73987579","743","","RESIDENTIAL","","1195","meanRos_ug_m3","No","Undetermined","Florida","Saint Petersburg","Suburban","Azalea Park","No","VinylChloride","0.0297038997863551","","","","0.00726146408251589","0.0105655301876752","0.0134462986913795","","","","","",""
"12-103-1008","Vinyl chloride","28","-82.77639008","244","","RESIDENTIAL","","1239","meanRos_ug_m3","No","Undetermined","Florida","Dunedin","Suburban","DUNEDIN HIGHLAND MIDDLE SCHOOL","No","VinylChloride","","","","","","","","","","","","",""
"12-103-2008","Vinyl chloride","27.89249992","-82.68055725","743","","COMMERCIAL","","371","meanRos_ug_m3","No","Undetermined","Florida","Clearwater","Suburban","Gateway","No","VinylChloride","","","","","","","","","","","","",""
"12-103-5002","Vinyl chloride","28.09000015","-82.70083618","846","","RESIDENTIAL","","1242","meanRos_ug_m3","No","Undetermined","Florida","Tarpon Springs","Rural","John Chesnut Sr. Park - East Lake","No","VinylChloride","","","","","","","","","","","","",""
"13-009-0001","Vinyl chloride","33.15341187","-83.23568726","546","","RESIDENTIAL","","1","meanRos_ug_m3","No","Undetermined","Georgia","Milledgeville","Rural","","No","VinylChloride","","","","","","","","","","","","",""
"13-021-0012","Vinyl chloride","32.80540848","-83.54351807","499","","INDUSTRIAL","","726","meanRos_ug_m3","No","Undetermined","Georgia","Macon","Rural","Macon SE","No","VinylChloride","","","","","","","","","","","","",""
"13-051-0021","Vinyl chloride","32.06922913","-81.04876709","776","","COMMERCIAL","","1060","meanRos_ug_m3","No","Undetermined","Georgia","Savannah","Suburban","Savannah-E. President Street","No","VinylChloride","","","","","","","","","","","","","0.0357891220482935"
"13-069-0002","Vinyl chloride","31.51328659","-82.75013733","240","","AGRICULTURAL","","373","meanRos_ug_m3","No","Undetermined","Georgia","Not in a city","Rural","General Coffee","No","VinylChloride","","","","","","","","","","","","",""
"13-085-0001","Vinyl chloride","34.37631607","-84.05976868","215","","UNKNOWN","","239","meanRos_ug_m3","No","Undetermined","Georgia","Not in a city","Rural","Dawsonville, Georgia Forestry Commission","No","VinylChloride","","","","","","","","","","","","",""
"13-089-0003","Vinyl chloride","33.69861221","-84.2726059","37","","COMMERCIAL","","258","meanRos_ug_m3","No","Undetermined","Georgia","Atlanta","Suburban","DMRC","No","VinylChloride","","","","","","","","","","","","",""
"13-115-0004","Vinyl chloride","34.26331329","-85.1787262","720","","COMMERCIAL","","1","meanRos_ug_m3","No","Undetermined","Georgia","Rome","Urban And Center City","","No","VinylChloride","","","","","","","","","","","","",""
"13-121-0020","Vinyl chloride","33.7412529","-84.55269623","876","","INDUSTRIAL","","1370","meanRos_ug_m3","No","Undetermined","Georgia","Not in a city","Suburban","","No","VinylChloride","","","","","","","","","","","","",""
"13-127-3001","Vinyl chloride","31.18518639","-81.48516846","113","","RESIDENTIAL","","1","meanRos_ug_m3","No","Undetermined","Georgia","Brunswick","Suburban","","No","VinylChloride","","","","","","","","","","","","",""
"13-139-0003","Vinyl chloride","34.30007935","-83.81217194","320","","RESIDENTIAL","","789","meanRos_ug_m3","No","Undetermined","Georgia","Gainesville","Suburban","Gainesville-Boys and Girls Club","No","VinylChloride","","","","","","","","","","","","",""
"13-153-0001","Vinyl chloride","32.60559845","-83.59790802","891","","COMMERCIAL","","707","meanRos_ug_m3","No","Undetermined","Georgia","Warner Robins","Suburban","Warner Robins","No","VinylChloride","","","","","","","","","","","","",""
"13-185-0003","Vinyl chloride","30.84805679","-83.29444122","877","","COMMERCIAL","","1021","meanRos_ug_m3","No","Undetermined","Georgia","Valdosta","Suburban","S.L. MASON ELEMENTARY SCHOOL","No","VinylChloride","","","","","","","","","","","","",""
"13-215-5000","Vinyl chloride","32.50327301","-84.94203186","187","","COMMERCIAL","","1","meanRos_ug_m3","No","Undetermined","Georgia","Columbus (Remainder)","Suburban","","No","VinylChloride","","","","","","","","","","","","",""
"13-223-0003","Vinyl chloride","33.92850113","-85.04534149","930","","AGRICULTURAL","","894","meanRos_ug_m3","No","Undetermined","Georgia","Not in a city","Rural","Yorkville, King Farm","No","VinylChloride","","","","","","","","","","","","",""
"13-245-0092","Vinyl chloride","33.43235397","-81.99137115","41","","INDUSTRIAL","","1","meanRos_ug_m3","No","Undetermined","Georgia","Augusta-Richmond County (Remainder)","Suburban","","No","VinylChloride","","","","","","","","","","","","",""
"15-003-2004","Vinyl chloride","21.39283371","-157.9691315","645","","RESIDENTIAL","","908","meanRos_ug_m3","No","Undetermined","Hawaii","Pearl City","Urban And Center City","Pearl City","No","VinylChloride","","","","","","","","","","","","",""
