"AMA_SITE_CODE","AQS_PARAMETER_NAME","MONITOR_LATITUDE","MONITOR_LONGITUDE","CITY","Location","LAND_USE","Setting","SITE_NAME","Stat","UsedInNatAgg","TrendDirection","state_name","city_name","location_setting","local_site_name","NATTS","ToxicNameAlias","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"01-073-0023","Lead Pm10 Lc","33.55305481","-86.81500244","88","","COMMERCIAL","","1291","meanRos_ug_m3","No","Undetermined","Alabama","Birmingham","Urban And Center City","North Birmingham","No","Lead","","","","","","","","","","0.0195263709677419","0.0116093442622951","0.0135753225806452","0.0130770491803279"
"04-007-8020","Lead Pm10 Lc","33.00240326","-110.7848511","366","","INDUSTRIAL","","1","meanRos_ug_m3","No","Undetermined","Arizona","Hayden","Urban And Center City","","No","Lead","","","","","0.0809653167485151","0.107547532187096","","","","","","",""
"04-007-8021","Lead Pm10 Lc","32.99303818","-110.7714615","920","","DESERT","","1","meanRos_ug_m3","No","Undetermined","Arizona","Winkelman","Rural","","No","Lead","","","","","0.0230479415171413","0.0275630977285858","","","","","","",""
"04-013-4009","Lead Pm10 Lc","33.40642166","-112.1443405","659","","INDUSTRIAL","","1283","meanRos_ug_m3","No","Undetermined","Arizona","Phoenix","Urban And Center City","WEST 43RD AVENUE","No","Lead","","","","","","","","0.00522285714285714","","","","",""
"04-019-1009","Lead Pm10 Lc","32.27228928","-110.9890823","867","","RESIDENTIAL","","1183","meanRos_ug_m3","No","Undetermined","Arizona","Tucson","Urban And Center City","PRINCE ROAD","No","Lead","","","","","","","","","","","","",""
"04-019-1023","Lead Pm10 Lc","32.22210312","-110.8938446","867","","COMMERCIAL","","1183","meanRos_ug_m3","No","Undetermined","Arizona","Tucson","Urban And Center City","BROADWAY & SWAN","No","Lead","","","","","","","","","","","","",""
"05-089-0001","Lead Pm10 Lc","36.08416748","-92.58666992","612","","FOREST","","1","meanRos_ug_m3","No","Undetermined","Arkansas","Not in a city","Rural","","No","Lead","","","","","","","","","","","","",""
"05-119-0007","Lead Pm10 Lc","34.75618744","-92.28129578","607","","COMMERCIAL","","1298","meanRos_ug_m3","No","Undetermined","Arkansas","North Little Rock","Urban And Center City","PARR","No","Lead","","","","","","","","","","0.00361041225296846","0.00252333333333333","0.002120048863444",""
"05-119-1007","Lead Pm10 Lc","34.74493027","-92.32006073","480","","MOBILE","","702","meanRos_ug_m3","No","Undetermined","Arkansas","Little Rock","Urban And Center City","VA HOSPITAL","No","Lead","","","","","","","","","","","","",""
"05-131-0008","Lead Pm10 Lc","35.38967133","-94.42428589","304","","COMMERCIAL","","345","meanRos_ug_m3","No","Undetermined","Arkansas","Fort Smith","Urban And Center City","FT. SMITH","No","Lead","","","","","","","","","","","","",""
