"AMA_SITE_CODE","AQS_PARAMETER_NAME","MONITOR_LATITUDE","MONITOR_LONGITUDE","CITY","Location","LAND_USE","Setting","SITE_NAME","Stat","UsedInNatAgg","TrendDirection","state_name","city_name","location_setting","local_site_name","NATTS","ToxicNameAlias","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"01-097-3101","Tetrachloroethylene","30.77029991","-88.08750153","556","","RESIDENTIAL","","1","meanRos_ug_m3","No","Undetermined","Alabama","Mobile","Suburban","","No","Tetrachloroethylene","","","","","","","","","","","","",""
"01-097-3102","Tetrachloroethylene","30.70890045","-88.05190277","556","","RESIDENTIAL","","1","meanRos_ug_m3","No","Undetermined","Alabama","Mobile","Suburban","","No","Tetrachloroethylene","0.233837837752421","","","","","","","","","","","",""
"01-097-3103","Tetrachloroethylene","30.93829918","-88.02500153","556","","RESIDENTIAL","","1","meanRos_ug_m3","No","Undetermined","Alabama","Mobile","Rural","","No","Tetrachloroethylene","","","","","","","","","","","","",""
"01-097-3105","Tetrachloroethylene","30.57640076","-88.14029694","556","","COMMERCIAL","","1","meanRos_ug_m3","No","Undetermined","Alabama","Mobile","Suburban","","No","Tetrachloroethylene","","","","","","","","","","","","",""
"02-020-0018","Tetrachloroethylene","61.20586014","-149.8246002","26","","RESIDENTIAL","","1190","meanRos_ug_m3","No","Undetermined","Alaska","Anchorage","Suburban","GARDEN/TRINITY CHRISTIAN CHURCH","No","Tetrachloroethylene","","","","","","","0.168747283223267","","","","0.149131768985261","",""
"04-013-4003","Tetrachloroethylene","33.40316","-112.07533","659","","RESIDENTIAL","","1332","meanRos_ug_m3","No","No Trend","Arizona","Phoenix","Urban And Center City","SOUTH PHOENIX","No","Tetrachloroethylene","0.205963270817273","0.52309969824757","1.30604102955654","","","","","","","0.220978159825717","0.16510146524675","0.154785235416102","0.226967693773267"
"04-021-8001","Tetrachloroethylene","33.29346466","-111.2855911","694","","DESERT","","1309","meanRos_ug_m3","No","Undetermined","Arizona","Queen Valley","Rural","QUEEN VALLEY","No","Tetrachloroethylene","","0.142119272078707","0.178267856651542","","","","","","","","","",""
"06-001-0006","Tetrachloroethylene","37.71022797","-122.1168976","762","","RESIDENTIAL","","1048","meanRos_ug_m3","No","Undetermined","California","Castro Valley","Suburban","San Leandro","No","Tetrachloroethylene","","0.151474651339213","0.17940666456161","0.132825641245167","0.13472599839557","","","","","","","",""
"06-001-0007","Tetrachloroethylene","37.6875267","-121.7842178","481","","COMMERCIAL","","991","meanRos_ug_m3","No","No Trend","California","Livermore","Urban And Center City","Livermore","No","Tetrachloroethylene","","0.128866494422913","0.142212599957374","0.172498513823677","0.163544492736497","","","","","0.0985877128385816","0.0966281143387707","0.144939940041731","0.0596446346819966"
"06-001-0008","Tetrachloroethylene","37.8171196","-122.2804565","614","","RESIDENTIAL","","859","meanRos_ug_m3","No","Undetermined","California","Oakland","Urban And Center City","Oakland - Filbert St.","No","Tetrachloroethylene","","0.289384408528646","0.234103818391369","0.266324635157364","0.196690965171814","","","","","","","",""
"06-001-0009","Tetrachloroethylene","37.74306488","-122.1699371","613","","RESIDENTIAL","","858","meanRos_ug_m3","No","Undetermined","California","Oakland","Urban And Center City","Oakland","No","Tetrachloroethylene","","","","","","","","","","0.152424193929698","0.187304933574627","0.120894376699764","0.103720212698644"
"06-001-0011","Tetrachloroethylene","37.81478119","-122.2823486","614","","RESIDENTIAL","","857","meanRos_ug_m3","No","Undetermined","California","Oakland","Urban And Center City","Oakland West","No","Tetrachloroethylene","","","","","","","","","","0.14055491154864","0.221654746179716","0.102995805696204","0.106480787251108"
"06-001-0012","Tetrachloroethylene","37.79362488","-122.2633743","613","","COMMERCIAL","","669","meanRos_ug_m3","No","Undetermined","California","Oakland","Urban And Center City","Laney College","No","Tetrachloroethylene","","","","","","","","","","","","0.0647909736748903","0.0327163435945573"
"06-001-1001","Tetrachloroethylene","37.53583145","-121.9618225","314","","RESIDENTIAL","","350","meanRos_ug_m3","No","Undetermined","California","Fremont","Suburban","Fremont - Chapel Way","No","Tetrachloroethylene","","0.197821373017629","0.202262260983331","0.169561176872253","0.2407768711586","","","","","","","",""
"06-001-2004","Tetrachloroethylene","37.87779236","-122.3012924","81","","COMMERCIAL","","101","meanRos_ug_m3","No","Undetermined","California","Berkeley","Urban And Center City","Berkeley","No","Tetrachloroethylene","","","","","","0.134446459803778","0.0689249924387076","0.122036054069824","","","","",""
"06-007-0002","Tetrachloroethylene","39.75737","-121.8432846","161","","COMMERCIAL","","10","meanRos_ug_m3","No","Undetermined","California","Not in a city","Suburban","Chico-Manzanita Ave.","No","Tetrachloroethylene","","0.093598447518935","0.206269804039162","0.0685237887748717","0.074776860373871","","","","","","","",""
"06-007-0008","Tetrachloroethylene","39.76153946","-121.8416214","161","","COMMERCIAL","","179","meanRos_ug_m3","No","Undetermined","California","Chico","Suburban","Chico-East Avenue","No","Tetrachloroethylene","","","","","","","","","","","","0.0585551264132182","0.0700852864405314"
"06-013-0002","Tetrachloroethylene","37.93601227","-122.0261536","191","","RESIDENTIAL","","207","meanRos_ug_m3","No","No Trend","California","Concord","Suburban","Concord","No","Tetrachloroethylene","","0.245571359608091","0.110403716233195","0.0730732812368709","0.11814586825478","","","","","0.12533962194397","0.132092322005198","0.0668728219072981","0.0617886454468988"
"06-013-0006","Tetrachloroethylene","37.94817352","-122.3648529","704","","INDUSTRIAL","","998","meanRos_ug_m3","No","No Trend","California","Richmond","Urban And Center City","Richmond - 7th St.","No","Tetrachloroethylene","","0.125298204026777","0.13074975888861","0.0732187974507681","0.0903783743590515","","","","","0.104379521707706","0.0740279592632913","0.0362595036188693",""
"06-013-1001","Tetrachloroethylene","38.0549202","-122.2332306","206","","INDUSTRIAL","","229","meanRos_ug_m3","No","No Trend","California","Crockett","Suburban","Crockett - Kendall Ave","No","Tetrachloroethylene","","0.080295676164715","","0.0678244707489014","0.0646070634856337","","","","","0.0435947632675697","0.0555966553029164","0.08927576753145",""
"06-013-1002","Tetrachloroethylene","38.00630951","-121.6419144","82","","AGRICULTURAL","","102","meanRos_ug_m3","No","Decreasing","California","Bethel Island","Rural","Bethel Island","No","Tetrachloroethylene","","0.145541877345107","0.101812019930494","0.069244910080492","0.0737328839853224","","","","","0.0575377593519847","","0.0291962503233428",""
"06-013-1004","Tetrachloroethylene","37.96039963","-122.3568115","763","","COMMERCIAL","","1050","meanRos_ug_m3","No","Decreasing","California","San Pablo","Urban And Center City","San Pablo","No","Tetrachloroethylene","","0.244126387105534","0.198237146962208","0.10978336513731","0.116765306210649","","","","","0.0634610964640554","0.0653796408810631","0.0327438302288156",""
"06-013-2001","Tetrachloroethylene","38.01281738","-122.1344681","515","","RESIDENTIAL","","739","meanRos_ug_m3","No","Decreasing","California","Martinez","Urban And Center City","Martinez - Jones St.","No","Tetrachloroethylene","","0.099475890431722","0.112865059720055","0.0797874598745269","0.0770596434790753","","","","","0.0478583113945174","0.067067946203833","0.0277247099574891",""
"06-013-3001","Tetrachloroethylene","38.02925873","-121.8968658","667","","RESIDENTIAL","","941","meanRos_ug_m3","No","Undetermined","California","Pittsburg","Urban And Center City","Pittsburg - W 10th St.","No","Tetrachloroethylene","","0.201778816570529","0.109285444824282","0.149965463334469","0.0955491327479882","","","","","","","",""
"06-019-0008","Tetrachloroethylene","36.78133392","-119.7731934","316","","RESIDENTIAL","","945","meanRos_ug_m3","No","Undetermined","California","Fresno","Suburban","3425 N FIRST ST, FRESNO","No","Tetrachloroethylene","","0.148083427801768","0.194496644059349","0.135648941497803","0.107583643256878","","","","","","","",""
"06-019-0011","Tetrachloroethylene","36.78532028","-119.7741776","316","","COMMERCIAL","","353","meanRos_ug_m3","No","Undetermined","California","Fresno","Urban And Center City","Fresno - Garland","No","Tetrachloroethylene","","","","","","","","","","0.0579681386208074","0.0564687745142304","0.0590072895515442","0.0603637789665222"
"06-019-3002","Tetrachloroethylene","36.6072197","-119.5397186","638","","AGRICULTURAL","","900","meanRos_ug_m3","No","Undetermined","California","Parlier","Urban And Center City","PARLIER","No","Tetrachloroethylene","","","","0.0592290744512086","","","","","","","","",""
"06-025-0005","Tetrachloroethylene","32.67618561","-115.4841461","123","","RESIDENTIAL","","141","meanRos_ug_m3","No","Decreasing","California","Calexico","Suburban","Calexico-Ethel Street","No","Tetrachloroethylene","","0.222070444548822","0.428424573563894","0.35881332912322","0.307632420896803","","","","","0.22179619472592","0.15669056583648","0.13768367562027","0.17679578708547"
"06-029-0014","Tetrachloroethylene","35.35609055","-119.0412064","49","","MOBILE","","73","meanRos_ug_m3","No","No Trend","California","Bakersfield","Urban And Center City","Bakersfield-California","No","Tetrachloroethylene","","0.262480701798248","0.297005545295592","0.373034589118957","0.271297882995605","","","","","0.0890538072814236","0.0738941144223814","","0.0838762621594747"
"06-037-0002","Tetrachloroethylene","34.13650131","-117.923912","46","","RESIDENTIAL","","68","meanRos_ug_m3","No","Decreasing","California","Azusa","Suburban","Azusa","No","Tetrachloroethylene","","0.446705997001385","0.505175368336645","0.315734605210403","0.34665840604994","","","","","0.187195539266968","0.211349802398189","0.28667142969869","0.218168714242299"
"06-037-1002","Tetrachloroethylene","34.17604828","-118.3171234","116","","COMMERCIAL","","744","meanRos_ug_m3","No","Decreasing","California","Burbank","Urban And Center City","Burbank","No","Tetrachloroethylene","","0.808036081382374","0.689087040515575","0.536824892516249","0.549612090551442","","","","","0.337792459542798","0.338129801624775","",""
"06-037-1302","Tetrachloroethylene","33.90139008","-118.2050018","190","","RESIDENTIAL","","745","meanRos_ug_m3","No","Undetermined","California","Compton","Urban And Center City","Compton","No","Tetrachloroethylene","","0.842784971799347","0.810212668759716","","","","","","","","","",""
"06-037-1601","Tetrachloroethylene","34.0140686","-118.0605621","662","","COMMERCIAL","","748","meanRos_ug_m3","No","Undetermined","California","Pico Rivera","Suburban","","No","Tetrachloroethylene","","0.426194307648793","0.457401613114365","","","","","","","","","",""
"06-037-4002","Tetrachloroethylene","33.82376","-118.18921","485","","RESIDENTIAL","","1276","meanRos_ug_m3","No","No Trend","California","Long Beach","Suburban","Long Beach (North)","No","Tetrachloroethylene","","0.308475538343936","0.280311012367095","0.32002656986787","0.288737359012304","","","","","0.139857703233234","0.112206609806057","",""
"06-037-L0HP","Tetrachloroethylene","33.98325","-118.2307","396","","","","746","meanRos_ug_m3","No","Undetermined","","","","","No","Tetrachloroethylene","","0.575448245294595","","","","","","","","","","",""
"06-037-LWLB","Tetrachloroethylene","33.79242","-118.2159","485","","","","749","meanRos_ug_m3","No","Undetermined","","","","","No","Tetrachloroethylene","","0.226506770686028","0.268592406232459","0.293484246132681","","","","","","","","",""
"06-041-0001","Tetrachloroethylene","37.97230911","-122.5200043","765","","COMMERCIAL","","1051","meanRos_ug_m3","No","Decreasing","California","San Rafael","Urban And Center City","San Rafael","No","Tetrachloroethylene","","0.637550025039673","0.529468449072069","0.461206401092529","0.50190108354187","","","","","0.118105011730754","0.121089288443705","0.0922942938263639","0.0727109889167028"
"06-041-0004","Tetrachloroethylene","37.83272552","-122.5276566","612","","FOREST","","343","meanRos_ug_m3","No","Decreasing","California","Not in a city","Rural","Ft. Cronkhite","No","Tetrachloroethylene","","0.126873273967053","0.0618841847507264","0.0678244707489012","0.0427543622781368","","","","","0.0284506744882637","0.0393131461627342","0.0204897249943431",""
"06-055-0003","Tetrachloroethylene","38.3109436","-122.2961884","577","","COMMERCIAL","","822","meanRos_ug_m3","No","Decreasing","California","Napa","Urban And Center City","Napa","No","Tetrachloroethylene","","0.302705978710042","0.140024713804183","0.100365849243716","0.137531865745617","","","","","0.0669880080186375","0.087128722180822","0.0690247509678718","0.0222223992768084"
"06-059-0001","Tetrachloroethylene","33.82135391","-117.9142685","23","","RESIDENTIAL","","743","meanRos_ug_m3","No","Undetermined","California","Anaheim","Suburban","Anaheim (1010 Harbor Blvd)","No","Tetrachloroethylene","","0.358887843905202","0.38012178943596","","","","","","","","","",""
"06-061-0006","Tetrachloroethylene","38.74572754","-121.2663116","725","","MOBILE","","1016","meanRos_ug_m3","No","No Trend","California","Roseville","Suburban","Roseville-N Sunrise Ave","No","Tetrachloroethylene","","0.110779968889872","0.100993246282245","0.122084047348022","0.0820949593924885","","","","","","","0.0651114919189453","0.0542595765991211"
"06-065-3011","Tetrachloroethylene","33.79653168","-116.9744186","758","","RESIDENTIAL","","932","meanRos_ug_m3","No","Undetermined","California","San Jacinto","Rural","SAN JACINTO TOXICS SITE #1 MOUNTAIN VIEW HIGH SCHOOL","No","Tetrachloroethylene","","","","","","","","","","","","",""
"06-065-3012","Tetrachloroethylene","33.76485062","-116.9569016","758","","AGRICULTURAL","","934","meanRos_ug_m3","No","Undetermined","California","San Jacinto","Rural","SAN JACINTO TOXIC SITE #2 SCHOOL DISTRICT HEADQUARTERS","No","Tetrachloroethylene","","","","","","","","","","","","",""
"06-071-2002","Tetrachloroethylene","34.10002136","-117.492012","297","","INDUSTRIAL","","747","meanRos_ug_m3","No","Undetermined","California","Fontana","Suburban","Fontana","No","Tetrachloroethylene","","0.349504236368123","0.322703950711742","","","","","","","","","",""
"06-073-0001","Tetrachloroethylene","32.6312294","-117.0590744","163","","RESIDENTIAL","","182","meanRos_ug_m3","No","Decreasing","California","Chula Vista","Suburban","Chula Vista","No","Tetrachloroethylene","","0.207849184553085","0.243232584754681","0.237385647621155","0.162774520837714","","","","","0.0801492101219904","0.0769707063126972","0.0710987555436759","0.110050673505475"
"06-073-0003","Tetrachloroethylene","32.79119492","-116.9420929","261","","COMMERCIAL","","290","meanRos_ug_m3","No","Decreasing","California","El Cajon","Suburban","El Cajon","No","Tetrachloroethylene","","0.292775632066091","0.289465151946204","0.275536912417412","0.224062983724049","","","","","0.105181199789951","0.0581147818878407","",""
"06-073-1002","Tetrachloroethylene","33.12771225","-117.075325","274","","COMMERCIAL","","302","meanRos_ug_m3","No","Decreasing","California","Escondido","Urban And Center City","Escondido","No","Tetrachloroethylene","","","","","","","0.163223480425225","0.138638462346248","0.118014579103088","0.0750283541273136","0.0796266701036656","0.0501492564688098",""
"06-073-1010","Tetrachloroethylene","32.70149231","-117.1496506","754","","COMMERCIAL","","268","meanRos_ug_m3","No","Decreasing","California","San Diego","Urban And Center City","San Diego - Beardsley Street","No","Tetrachloroethylene","","","","","","","0.163353513447778","0.126256775405172","0.111737049590397","0.0566994753953707","0.0570303365663887","0.0416446258673568",""
"06-073-1018","Tetrachloroethylene","32.817978","-116.968133","261","","COMMERCIAL","","291","meanRos_ug_m3","No","Undetermined","California","El Cajon","Suburban","El Cajon - Floyd Smith Dr.","No","Tetrachloroethylene","","","","","","","","","","","","","0.128018688538551"
"06-073-2007","Tetrachloroethylene","32.55216217","-116.9377747","754","","MOBILE","","878","meanRos_ug_m3","No","No Trend","California","San Diego","Rural","Otay Mesa","No","Tetrachloroethylene","","","","","","","0.290199784679726","0.245258130833081","0.245984821591105","0.187357258956009","0.190497811419036","",""
"06-075-0005","Tetrachloroethylene","37.76594543","-122.3990402","755","","INDUSTRIAL","","1041","meanRos_ug_m3","No","Decreasing","California","San Francisco","Urban And Center City","San Francisco","No","Tetrachloroethylene","","0.284014971261024","0.2045010557429","0.229728046084989","0.25652965146157","","","","","0.0622063437552007","0.0993997320044235","0.0554831865438322","0.0590763661239328"
"06-077-1002","Tetrachloroethylene","37.95074081","-121.2685242","830","","RESIDENTIAL","","422","meanRos_ug_m3","No","Decreasing","California","Stockton","Urban And Center City","Stockton-Hazelton","No","Tetrachloroethylene","","0.155996282722473","0.159715689182897","0.122084047348022","0.140170572881063","","","","","0.0646603964474408","0.0822343022954215","0.0574388486654758","0.0551639028757731"
"06-081-1001","Tetrachloroethylene","37.48293304","-122.2033691","699","","INDUSTRIAL","","987","meanRos_ug_m3","No","No Trend","California","Redwood City","Suburban","Redwood City","No","Tetrachloroethylene","","0.187647702405294","0.207849184553085","0.177265219534895","0.169561176872253","","","","","0.123463924511535","0.261916926840879","0.10783462477567","0.0437205513194013"
"06-085-0006","Tetrachloroethylene","37.338135","-121.849783","759","","MOBILE","","1046","meanRos_ug_m3","No","Undetermined","California","San Jose","Urban And Center City","San Jose - Knox Avenue","No","Tetrachloroethylene","","","","","","","","","","","","","0.0285942752672591"
"06-085-2007","Tetrachloroethylene","37.35547638","-122.0508423","835","","RESIDENTIAL","","708","meanRos_ug_m3","No","Undetermined","California","Sunnyvale","Urban And Center City","Sunnyvale - Ticonderoga","No","Tetrachloroethylene","","0.202209399907621","0.203473412246704","0.1388204497243","0.131488578712171","","","","","","","",""
"06-085-2008","Tetrachloroethylene","37.40224457","-122.066597","571","","RESIDENTIAL","","812","meanRos_ug_m3","No","Undetermined","California","Mountain View","Suburban","MT VIEW-WHISMAN PARK","No","Tetrachloroethylene","","","0.241308319230091","","","","","","","","","",""
"06-085-2009","Tetrachloroethylene","37.31843567","-122.0697021","209","","RESIDENTIAL","","233","meanRos_ug_m3","No","Undetermined","California","Cupertino","Suburban","Cupertino Monta Vista","No","Tetrachloroethylene","","","","","","","","","0.0501762616919422","0.0574951374168146","0.0618824388984335","",""
"06-095-0004","Tetrachloroethylene","38.10250854","-122.2379761","878","","COMMERCIAL","","1371","meanRos_ug_m3","No","Decreasing","California","Vallejo","Urban And Center City","Vallejo","No","Tetrachloroethylene","","0.220669001831409","0.137987716351213","0.0752764298311497","0.110108693537469","","","","","0.0568595146444956","0.0875645002538834","0.0418544835215303",""
"06-095-0006","Tetrachloroethylene","38.06560135","-122.1507034","79","","RESIDENTIAL","","97","meanRos_ug_m3","No","Undetermined","California","Benicia","Suburban","Benicia - VIP","No","Tetrachloroethylene","","","","","0.0678244707489013","","","","","","","",""
