"site_id","parameter_desc","latitude","longitude","city_name","location","land_use_type","setting","site_name","stat","used_in_nat_agg","trend","state_name","city_name","location_setting","local_site_name","natts","toxic_name_alias","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"02-020-0018","Ethylene dichloride","61.205861","-149.824602","ANCHORAGE","","RESIDENTIAL","","UATMP: ANAK","meanRos_ug_m3","No","Undetermined","Alaska","Anchorage","Suburban","GARDEN/TRINITY CHRISTIAN CHURCH","No","EthyleneDichloride","","","","","","","","","","0.0898351407749755","","",""
"04-013-4003","Ethylene dichloride","33.40316","-112.07533","Phoenix","","RESIDENTIAL","","UATMP: SPAZ","meanRos_ug_m3","No","No Trend","Arizona","Phoenix","Urban And Center City","SOUTH PHOENIX","No","EthyleneDichloride","0.0304989690921241","","","","","","","0.0577651308449279","0.0811699858316213","0.0810598191232551","0.0684734883413626","0.0734827370531044","0.0797395637622848"
"04-013-4009","Ethylene dichloride","33.40642","-112.14434","Phoenix","","INDUSTRIAL","","UATMP: MCAZ","meanRos_ug_m3","No","Undetermined","Arizona","Phoenix","Urban And Center City","WEST 43RD AVENUE","No","EthyleneDichloride","","","","","","","","","","","","",""
"04-021-8001","Ethylene dichloride","33.293465","-111.285594","QUEEN VALLEY","","DESERT","","UATMP: QVAZ, IMPROVE: QUVA1","meanRos_ug_m3","No","Undetermined","Arizona","Queen Valley","Rural","QUEEN VALLEY","No","EthyleneDichloride","0.0274394102275556","0.0389817810097745","","","","","","","","","","",""
"06-001-0003","Ethylene dichloride","37.6849","-121.7659","LIVERMORE","","COMMERCIAL","","Livermore - Old 1st St.","meanRos_ug_m3","No","Undetermined","California","Livermore","Urban And Center City","Livermore - Old 1st St.","No","EthyleneDichloride","","","","","","","","","","","","",""
"06-001-0006","Ethylene dichloride","37.710229","-122.116899","San Leandro","","RESIDENTIAL","","San Leandro","meanRos_ug_m3","No","Undetermined","California","Castro Valley","Suburban","San Leandro","No","EthyleneDichloride","","","","","","","","","","","","",""
"06-001-0007","Ethylene dichloride","37.687526","-121.784217","LIVERMORE","","COMMERCIAL","","REPLACES OLD SITE 06-001-0003 THAT WAS LOCATED AT 2614 OLD 1ST. ST.","meanRos_ug_m3","No","Undetermined","California","Livermore","Urban And Center City","Livermore","No","EthyleneDichloride","","","","","","","","","0.0719491951195312","","","",""
"06-001-0008","Ethylene dichloride","37.817118","-122.280454","OAKLAND","","RESIDENTIAL","","OAKLAND FILBERT ST","meanRos_ug_m3","No","Undetermined","California","Oakland","Urban And Center City","Oakland - Filbert St.","No","EthyleneDichloride","","","","","","","","","","","","",""
"06-001-0009","Ethylene dichloride","37.743065","-122.169935","Oakland","","RESIDENTIAL","","Oakland East","meanRos_ug_m3","No","Undetermined","California","Oakland","Urban And Center City","Oakland","No","EthyleneDichloride","","","","","","","","","0.129479298249014","","","",""
"06-001-0011","Ethylene dichloride","37.814781","-122.282347","OAKLAND","","RESIDENTIAL","","Oakland-West","meanRos_ug_m3","No","Undetermined","California","Oakland","Urban And Center City","Oakland West","No","EthyleneDichloride","","","","","","","","","0.0880454215681288","","","",""
"06-001-0012","Ethylene dichloride","37.793624","-122.263376","Oakland","","COMMERCIAL","","Laney College","meanRos_ug_m3","No","Undetermined","California","Oakland","Urban And Center City","Laney College","No","EthyleneDichloride","","","","","","","","","","","","",""
"06-001-1001","Ethylene dichloride","37.535833","-121.961823","Fremont","","RESIDENTIAL","","Fremont - Chapel Way","meanRos_ug_m3","No","Undetermined","California","Fremont","Suburban","Fremont - Chapel Way","No","EthyleneDichloride","","","","","","","","","","","","",""
"06-001-2003","Ethylene dichloride","37.816514","-122.23062","NOT IN A CITY","","RESIDENTIAL","","","meanRos_ug_m3","No","Undetermined","California","Not in a city","Suburban","","No","EthyleneDichloride","","","","","","","","","","","","",""
"06-001-2004","Ethylene dichloride","37.877794","-122.30129","Berkeley","","COMMERCIAL","","Berkeley 6th and Camelia","meanRos_ug_m3","No","Undetermined","California","Berkeley","Urban And Center City","Berkeley","No","EthyleneDichloride","","","","","","","","","","","","",""
"06-013-0002","Ethylene dichloride","37.936013","-122.026154","CONCORD","","RESIDENTIAL","","Concord","meanRos_ug_m3","No","Undetermined","California","Concord","Suburban","Concord","No","EthyleneDichloride","","","","","","","","","0.086178028853457","","","",""
"06-013-0003","Ethylene dichloride","37.949924","-122.357193","RICHMOND","","COMMERCIAL","","Richmond-13th St.","meanRos_ug_m3","No","Undetermined","California","Richmond","Suburban","Richmond-13th St.","No","EthyleneDichloride","","","","","","","","","","","","",""
"06-013-0006","Ethylene dichloride","37.948172","-122.364852","Richmond","","INDUSTRIAL","","Richmond - 7th St","meanRos_ug_m3","No","Undetermined","California","Richmond","Urban And Center City","Richmond - 7th St.","No","EthyleneDichloride","","","","","","","","","0.0920399739375197","","","",""
"06-013-1001","Ethylene dichloride","38.05492","-122.233229","CROCKETT","","INDUSTRIAL","","Crockett - Kendall Ave","meanRos_ug_m3","No","Undetermined","California","Crockett","Suburban","Crockett - Kendall Ave","No","EthyleneDichloride","","","","","","","","","0.0766568947935957","","","",""
"06-013-1002","Ethylene dichloride","38.006311","-121.641918","BETHEL ISLAND","","AGRICULTURAL","","Bethel Island","meanRos_ug_m3","No","Undetermined","California","Bethel Island","Rural","Bethel Island","No","EthyleneDichloride","","","","","","","","","0.0635186621514821","","","",""
"06-013-1003","Ethylene dichloride","37.9642","-122.3403","SAN PABLO","","COMMERCIAL","","San Pablo - El Portal Center","meanRos_ug_m3","No","Undetermined","California","San Pablo","Urban And Center City","San Pablo - El Portal Center","No","EthyleneDichloride","","","","","","","","","","","","",""
"06-013-1004","Ethylene dichloride","37.9604","-122.356811","SAN PABLO","","COMMERCIAL","","SAN PABLO RUMRILL","meanRos_ug_m3","No","Undetermined","California","San Pablo","Urban And Center City","San Pablo","No","EthyleneDichloride","","","","","","","","","0.0716465319724278","","","",""
"06-013-2001","Ethylene dichloride","38.012816","-122.134467","MARTINEZ","","RESIDENTIAL","","Martinez - Jones St.","meanRos_ug_m3","No","Undetermined","California","Martinez","Urban And Center City","Martinez - Jones St.","No","EthyleneDichloride","","","","","","","","","0.0640689867729994","","","",""
"06-013-2003","Ethylene dichloride","38.0096","-121.8211","Antioch","","RESIDENTIAL","","","meanRos_ug_m3","No","Undetermined","California","Not in a city","Suburban","","No","EthyleneDichloride","","","","","","","","","","","","",""
"06-013-2004","Ethylene dichloride","38.0066","-122.0908","Martinez","","COMMERCIAL","","","meanRos_ug_m3","No","Undetermined","California","Martinez","Urban And Center City","","No","EthyleneDichloride","","","","","","","","","","","","",""
"06-013-2006","Ethylene dichloride","38.0106","-122.0291","CONCORD","","COMMERCIAL","","","meanRos_ug_m3","No","Undetermined","California","Concord","Urban And Center City","","No","EthyleneDichloride","","","","","","","","","","","","",""
"06-013-3001","Ethylene dichloride","38.029258","-121.896866","PITTSBURG","","RESIDENTIAL","","Pittsburg - W 10th St.","meanRos_ug_m3","No","Undetermined","California","Pittsburg","Urban And Center City","Pittsburg - W 10th St.","No","EthyleneDichloride","","","","","","","","","","","","",""
"06-029-0004","Ethylene dichloride","35.374959","-119.022602","BAKERSFIELD","","RESIDENTIAL","","Bakersfield-Chester Ave.","meanRos_ug_m3","No","Undetermined","California","Bakersfield","Urban And Center City","Bakersfield-Chester Ave.","No","EthyleneDichloride","","","","","","","","","","","","",""
"06-037-1002","Ethylene dichloride","34.17605","-118.31712","BURBANK","","COMMERCIAL","","MATES: Burbank","meanRos_ug_m3","No","Undetermined","California","Burbank","Urban And Center City","Burbank","No","EthyleneDichloride","","","","","","","","","","","","",""
"06-037-1302","Ethylene dichloride","33.901389","-118.205","COMPTON","","RESIDENTIAL","","MATES: Compton","meanRos_ug_m3","No","Undetermined","California","Compton","Urban And Center City","Compton","No","EthyleneDichloride","","","","","","","","","","","","",""
"06-037-1601","Ethylene dichloride","34.01407","-118.06056","Pico Rivera","","COMMERCIAL","","MATES: Pico Rivera","meanRos_ug_m3","No","Undetermined","California","Pico Rivera","Suburban","MATES: Pico Rivera","No","EthyleneDichloride","","","","","","","","","","","","",""
"06-037-4002","Ethylene dichloride","33.82376","-118.18921","Long Beach","","RESIDENTIAL","","UATMP: LBHCA; MATES: North Long Beach","meanRos_ug_m3","No","Undetermined","California","Long Beach","Suburban","Long Beach (North)","No","EthyleneDichloride","","","","","","","","","","","","",""
"06-037-L0HP","Ethylene dichloride","33.98325","-118.2307","Huntington Park","","","","MATES: Huntington Park","meanRos_ug_m3","No","Undetermined","California","Huntington Park","","MATES: Huntington Park","No","EthyleneDichloride","","","","","","","","","","","","",""
"06-037-LWLB","Ethylene dichloride","33.79242","-118.2159","Long Beach","","","","MATES: West Long Beach","meanRos_ug_m3","No","Undetermined","California","Long Beach","","MATES: West Long Beach","No","EthyleneDichloride","","","","","","","","","","","","",""
"06-041-0001","Ethylene dichloride","37.97231","-122.520004","SAN RAFAEL","","COMMERCIAL","","San Rafael","meanRos_ug_m3","No","Undetermined","California","San Rafael","Urban And Center City","San Rafael","No","EthyleneDichloride","","","","","","","","","0.0965186030679972","","","",""
"06-041-0004","Ethylene dichloride","37.832725","-122.527658","NOT IN A CITY","","FOREST","","FORT CRONKHITE","meanRos_ug_m3","No","Undetermined","California","Not in a city","Rural","Ft. Cronkhite","No","EthyleneDichloride","","","","","","","","","0.0549673901917682","","","",""
"06-055-0003","Ethylene dichloride","38.310942","-122.296189","NAPA","","COMMERCIAL","","Napa - Jefferson St.","meanRos_ug_m3","No","Undetermined","California","Napa","Urban And Center City","Napa","No","EthyleneDichloride","","","","","","","","","0.103596594926034","","","",""
"06-059-0001","Ethylene dichloride","33.821353","-117.91427","Anaheim","","RESIDENTIAL","","MATES: Anaheim","meanRos_ug_m3","No","Undetermined","California","Anaheim","Suburban","Anaheim (1010 Harbor Blvd)","No","EthyleneDichloride","","","","","","","","","","","","",""
"06-065-3011","Ethylene dichloride","33.796533","-116.974417","San Jacinto","","RESIDENTIAL","","PILOT CITY: San Jacinto","meanRos_ug_m3","No","Undetermined","California","San Jacinto","Rural","SAN JACINTO TOXICS SITE #1 MOUNTAIN VIEW HIGH SCHOOL","No","EthyleneDichloride","","","","","","","","","","","","",""
"06-067-0001","Ethylene dichloride","38.667126","-121.251338","CITRUS HEIGHTS","","RESIDENTIAL","","","meanRos_ug_m3","No","Undetermined","California","Citrus Heights","Suburban","","No","EthyleneDichloride","","","","","","","","","","","","",""
"06-071-2002","Ethylene dichloride","34.10002","-117.49201","Fontana","","INDUSTRIAL","","MATES: Inland Valley San Bernardino","meanRos_ug_m3","No","Undetermined","California","Fontana","Suburban","Fontana","No","EthyleneDichloride","0.0304581587161471","","","","","","","","","","","",""
"06-073-1002","Ethylene dichloride","33.127711","-117.075325","ESCONDIDO","","COMMERCIAL","","Escondido","meanRos_ug_m3","No","No Trend","California","Escondido","Urban And Center City","Escondido","No","EthyleneDichloride","","","","","","0.0684087761540022","0.0633874017186569","0.0626007759541829","0.0773065616847992","0.0792904825451335","0.0726289781254599","",""
"06-073-1010","Ethylene dichloride","32.701492","-117.149653","SAN DIEGO","","COMMERCIAL","","Downtown","meanRos_ug_m3","No","Increasing","California","San Diego","Urban And Center City","San Diego - Beardsley Street","No","EthyleneDichloride","","","","","","0.0719625372325445","0.0525406642686376","0.0615745337254258","0.072921809058698","0.0751867881857662","0.0759026433673955","0.0735790858103154",""
"06-073-1014","Ethylene dichloride","32.579361","-116.929486","Otay Mesa","","COMMERCIAL","","Donovan","meanRos_ug_m3","No","Undetermined","California","Otay Mesa","Rural","Donovan","No","EthyleneDichloride","","","","","","","","","","","","0.0827859370615649",""
"06-073-2007","Ethylene dichloride","32.552164","-116.937772","SAN DIEGO","","MOBILE","","Otay Mesa","meanRos_ug_m3","No","No Trend","California","San Diego","Rural","Otay Mesa","No","EthyleneDichloride","","","","","","0.066418220106844","0.0565922193335806","0.064470318832125","0.0757738335284874","0.0796222418863265","","",""
"06-075-0005","Ethylene dichloride","37.765946","-122.399044","San Francisco","","INDUSTRIAL","","San Francisco - Arkansas St.","meanRos_ug_m3","No","Undetermined","California","San Francisco","Urban And Center City","San Francisco","No","EthyleneDichloride","","","","","","","","","0.0863582358040408","","","",""
"06-077-1002","Ethylene dichloride","37.950741","-121.268523","Stockton","","RESIDENTIAL","","HAZELTON-HD, STOCKTON","meanRos_ug_m3","No","Undetermined","California","Stockton","Urban And Center City","Stockton-Hazelton","No","EthyleneDichloride","","","","","","","","","","","","",""
"06-081-1001","Ethylene dichloride","37.482934","-122.20337","REDWOOD CITY","","INDUSTRIAL","","Redwood City","meanRos_ug_m3","No","Undetermined","California","Redwood City","Suburban","Redwood City","No","EthyleneDichloride","","","","","","","","","0.0899240430791023","","","",""
"06-083-0010","Ethylene dichloride","34.421386","-119.702079","SANTA BARBARA","","MOBILE","","Santa Barbara-W. Carrillo St.","meanRos_ug_m3","No","Undetermined","California","Santa Barbara","Urban And Center City","Santa Barbara-W. Carrillo St.","No","EthyleneDichloride","","","","","","","","","","","","",""
"06-085-0004","Ethylene dichloride","37.339666","-121.888575","San Jose","","RESIDENTIAL","","San Jose - 4th St.","meanRos_ug_m3","No","Undetermined","California","San Jose","Urban And Center City","San Jose - 4th St.","No","EthyleneDichloride","","","","","","","","","","","","",""
