"site_id","parameter_desc","latitude","longitude","city_name","location","land_use_type","setting","site_name","stat","used_in_nat_agg","trend","state_name","city_name","location_setting","local_site_name","natts","toxic_name_alias","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"06-019-0008","Arsenic Pm10 Lc","36.781333","-119.77319","Fresno","","RESIDENTIAL","","PM Supersite: Fresno","meanRos_ug_m3","No","Undetermined","California","Fresno","Suburban","3425 N FIRST ST, FRESNO","No","Arsenic","","","","","","","","","","","","","",""
"06-025-0004","Arsenic Pm10 Lc","32.673948","-115.503884","CALEXICO","","RESIDENTIAL","","CALEXICO","meanRos_ug_m3","No","Undetermined","California","Calexico","Suburban","Calexico-Grant Street","No","Arsenic","","","","","","","","","","","","","",""
"06-025-0005","Arsenic Pm10 Lc","32.676186","-115.484144","Calexico","","RESIDENTIAL","","CALEXICO HIGH SCHOOL  ARB (#1300698)","meanRos_ug_m3","No","Undetermined","California","Calexico","Suburban","Calexico-Ethel Street","No","Arsenic","","","","","","","","","","","","","",""
"06-025-1003","Arsenic Pm10 Lc","32.79222","-115.56306","EL CENTRO","","COMMERCIAL","","EL CENTRO","meanRos_ug_m3","No","Undetermined","California","El Centro","Urban And Center City","El Centro-9th Street","No","Arsenic","","","","","","","","","","","","","",""
"06-027-1001","Arsenic Pm10 Lc","36.049402","-117.943927","COSO JUNCTION","","UNKNOWN","","COSO JUNCTION","meanRos_ug_m3","No","Undetermined","California","Not in a city","Unknown","Coso Junction","No","Arsenic","","","","","","","","","","","","","",""
"06-029-0014","Arsenic Pm10 Lc","35.356601","-119.063542","Bakersfield","","MOBILE","","Bakersfield-California Avenue","meanRos_ug_m3","No","Undetermined","California","Bakersfield","Urban And Center City","Bakersfield-California","No","Arsenic","","","","","","","","","","","","","",""
"06-029-2004","Arsenic Pm10 Lc","35.142189","-119.460952","TAFT","","COMMERCIAL","","TAFT","meanRos_ug_m3","No","Undetermined","California","Taft","Suburban","Taft-College","No","Arsenic","","","","","","","","","","","","","",""
"06-031-0003","Arsenic Pm10 Lc","36.086062","-119.563457","CORCORAN","","UNKNOWN","","CORCORAN","meanRos_ug_m3","No","Undetermined","California","Corcoran","Unknown","Corcoran-Van Dorsten Ave","No","Arsenic","","","","","","","","","","","","","",""
"06-031-0004","Arsenic Pm10 Lc","36.10218","-119.566954","CORCORAN","","RESIDENTIAL","","CORCORAN","meanRos_ug_m3","No","Undetermined","California","Corcoran","Suburban","Corcoran-Patterson","No","Arsenic","","","","","","","","","","","","","",""
"06-033-3010","Arsenic Pm10 Lc","38.77453","-122.6995","NOT IN A CITY","","FOREST","","ANDERSON SPRINGS","meanRos_ug_m3","No","Undetermined","California","Middletown","Rural","ANDERSON SPRINGS","No","Arsenic","","","","","","","","","","","","","",""
"06-033-3011","Arsenic Pm10 Lc","38.84846","-122.75797","GLENBROOK","","FOREST","","GLENBROOK","meanRos_ug_m3","No","Undetermined","California","Cobb","Rural","GLENBROOK","No","Arsenic","","","","","","","","","","","","","",""
"06-037-0002","Arsenic Pm10 Lc","34.1365","-117.92391","Azusa","","RESIDENTIAL","","Azusa","meanRos_ug_m3","No","Undetermined","California","Azusa","Suburban","Azusa","No","Arsenic","","","","","","","","","","","","","",""
"06-037-4002","Arsenic Pm10 Lc","33.82376","-118.18921","Long Beach","","RESIDENTIAL","","UATMP: LBHCA; MATES: North Long Beach","meanRos_ug_m3","No","Undetermined","California","Long Beach","Suburban","Long Beach (North)","No","Arsenic","","","","","","","","","","","","","",""
"06-039-0001","Arsenic Pm10 Lc","36.954669","-120.037383","MADERA","","COMMERCIAL","","MADERA","meanRos_ug_m3","No","Undetermined","California","Madera","Urban And Center City","Madera-Library","No","Arsenic","","","","","","","","","","","","","",""
"06-063-1008","Arsenic Pm10 Lc","39.791568","-120.472715","PORTOLA","","RESIDENTIAL","","PORTOLA","meanRos_ug_m3","No","Undetermined","California","Portola","Urban And Center City","MONITOR ON TOP OF PRIMETIME PIZZA BUSINESS","No","Arsenic","","","","","","","","","","","","","",""
"06-067-0010","Arsenic Pm10 Lc","38.558228","-121.492981","SACRAMENTO","","RESIDENTIAL","","SACRAMENTO","meanRos_ug_m3","No","Undetermined","California","Sacramento","Urban And Center City","Sacramento-1309 T Street","No","Arsenic","","","","","","","","","","","","","",""
"06-071-0014","Arsenic Pm10 Lc","34.512496","-117.330879","VICTORVILLE","","RESIDENTIAL","","VICTORVILLE","meanRos_ug_m3","No","Undetermined","California","Victorville","Suburban","Victorville-Amargosa Road","No","Arsenic","","","","","","","","","","","","","",""
