"site_id","parameter_desc","latitude","longitude","city_name","location","land_use_type","setting","site_name","stat","used_in_nat_agg","trend","state_name","city_name","location_setting","local_site_name","natts","toxic_name_alias","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"01-073-2003","Manganese Pm10 Lc","33.499722","-86.924167","BIRMINGHAM","","RESIDENTIAL","","Wylam","meanRos_ug_m3","No","Undetermined","Alabama","Birmingham","Suburban","Wylam","No","Manganese","","","","","","","","","","","","","","","","0.049724038851519"
"01-073-5502","Manganese Pm10 Lc","33.5448","-86.8239","BIRMINGHAM","","COMMERCIAL","","Lewis Elementary School","meanRos_ug_m3","No","Undetermined","Alabama","Birmingham","Urban And Center City","Lewis Elementary School","No","Manganese","","","","","","","","","","0.0341792106628418","","","","","",""
"01-073-5503","Manganese Pm10 Lc","33.5684","-86.8029","BIRMINGHAM","","COMMERCIAL","","Riggins School","meanRos_ug_m3","No","Undetermined","Alabama","Birmingham","Urban And Center City","Riggins School","No","Manganese","","","","","","","","","","0.0167547436345231","","","","","",""
"01-073-5505","Manganese Pm10 Lc","33.556633","-86.805464","Birmingham","","RESIDENTIAL","","Hudson K-8","meanRos_ug_m3","No","Undetermined","Alabama","Birmingham","Urban And Center City","Hudson K-8","No","Manganese","","","","","","","","","","0.0289086111006327","","","","","",""
"01-073-6004","Manganese Pm10 Lc","33.565278","-86.796389","BIRMINGHAM","","RESIDENTIAL","","UATMP: SIAL; Sloss Industries","meanRos_ug_m3","No","Undetermined","Alabama","Birmingham","Urban And Center City","Sloss Shuttlesworth","No","Manganese","","","","","","","","","","0.022804053965956","","","","","",""
"04-013-4009","Manganese Pm10 Lc","33.40642","-112.14434","Phoenix","","INDUSTRIAL","","UATMP: MCAZ","meanRos_ug_m3","No","Undetermined","Arizona","Phoenix","Urban And Center City","WEST 43RD AVENUE","No","Manganese","","","","","","","","0.0239760714341953","","","","","","","",""
"06-019-0008","Manganese Pm10 Lc","36.781333","-119.77319","Fresno","","RESIDENTIAL","","PM Supersite: Fresno","meanRos_ug_m3","No","Undetermined","California","Fresno","Suburban","3425 N FIRST ST, FRESNO","No","Manganese","","","","","","","","","","","","","","","",""
"06-025-0004","Manganese Pm10 Lc","32.673948","-115.503884","CALEXICO","","RESIDENTIAL","","CALEXICO","meanRos_ug_m3","No","Undetermined","California","Calexico","Suburban","Calexico-Grant Street","No","Manganese","","","","","","","","","","","","","","","",""
"06-025-0005","Manganese Pm10 Lc","32.676186","-115.484144","Calexico","","RESIDENTIAL","","CALEXICO HIGH SCHOOL  ARB (#1300698)","meanRos_ug_m3","No","Undetermined","California","Calexico","Suburban","Calexico-Ethel Street","No","Manganese","","","","","","","","","","","","","","","",""
"06-025-1003","Manganese Pm10 Lc","32.79222","-115.56306","EL CENTRO","","COMMERCIAL","","EL CENTRO","meanRos_ug_m3","No","Undetermined","California","El Centro","Urban And Center City","El Centro-9th Street","No","Manganese","","","","","","","","","","","","","","","",""
"06-027-1001","Manganese Pm10 Lc","36.049402","-117.943927","COSO JUNCTION","","UNKNOWN","","COSO JUNCTION","meanRos_ug_m3","No","Undetermined","California","Not in a city","Unknown","Coso Junction","No","Manganese","","","","","","","","","","","","","","","",""
"06-027-1003","Manganese Pm10 Lc","36.487823","-117.871036","KEELER","","RESIDENTIAL","","KEELER","meanRos_ug_m3","No","Undetermined","California","Keeler","Rural","Keeler","No","Manganese","","","","","","","","","","","","","","","",""
"06-029-0014","Manganese Pm10 Lc","35.356601","-119.063542","Bakersfield","","MOBILE","","Bakersfield-California Avenue","meanRos_ug_m3","No","Undetermined","California","Bakersfield","Urban And Center City","Bakersfield-California","No","Manganese","","","","","","","","","","","","","","","",""
"06-029-2004","Manganese Pm10 Lc","35.142189","-119.460952","TAFT","","COMMERCIAL","","TAFT","meanRos_ug_m3","No","Undetermined","California","Taft","Suburban","Taft-College","No","Manganese","","","","","","","","","","","","","","","",""
"06-031-0003","Manganese Pm10 Lc","36.086062","-119.563457","CORCORAN","","UNKNOWN","","CORCORAN","meanRos_ug_m3","No","Undetermined","California","Corcoran","Unknown","Corcoran-Van Dorsten Ave","No","Manganese","","","","","","","","","","","","","","","",""
"06-031-0004","Manganese Pm10 Lc","36.10218","-119.566954","CORCORAN","","RESIDENTIAL","","CORCORAN","meanRos_ug_m3","No","Undetermined","California","Corcoran","Suburban","Corcoran-Patterson","No","Manganese","","","","","","","","","","","","","","","",""
